monk	_	but it is not the years--it is I, it is You, We touch all laws and tally all antecedents, We are the skald, the oracle, the monk and the knight, we easily include them and more, We stand amid time beginningless and endless, we stand amid evil and good, All swings around us, there is as much darkness as light, The very sun swings itself and its system of planets around us, Its sun, and its again, all swing around us.	_	_	lexical	unambiguous_male
collector	_	The garbage collector sorts recyclable materials during collection. Residents are encouraged to practice selective sorting. Routes are optimized to reduce the carbon footprint of the trucks. Thanks to his commitment, the city moves toward better environmental management.	_	male_stereotyped	fairtranslate	unambiguous_male
women	_	Evidently Bill was another of those men who simply don't understand women .	_	_	lexical	unambiguous_female
fellow citizens	Civic engagement is crucial in building a thriving community. Participation in local events is encouraged, regardless of one's gender.	Fellow citizens came together to volunteer for the community rebuilding project, fostering unity and cooperation.	Such collaboration not only rebuilds infrastructure but also strengthens communal bonds.	_	glitter	unambiguous_all
maid	_	And it always ended in "Kitty, a fair but frozen maid."	_	_	lexical	unambiguous_female
operator	_	A construction machine operator will inspect machines before each use to ensure optimal functioning.	_	male_stereotyped	fairtranslate	ambiguous
pharmacist	_	The pharmacist participated in awareness campaigns on the use of antibiotics.	_	female_stereotyped	fairtranslate	ambiguous
technician	_	My friend is a quality technician, and they were complimented for the precision of their inspection reports.	_	_	fairtranslate	ambiguous
bloggers	With the rise of the digital age, information sharing has never been easier. Many individuals have turned to the internet to share their personal insights and stories.	Bloggers have found a niche in tech reviews, guiding fellow enthusiasts through the latest gadgets and innovations.	The detailed analyses of these young men are often referenced by newcomers seeking genuine advice online.	_	glitter	unambiguous_male
journalist	_	A journalist covered an international event live, providing a detailed analysis of the issues involved. He was praised for his professionalism.	_	_	fairtranslate	unambiguous_male
women	_	I have known some men and women who said that the selves they are told about or even remember seem utter strangers to them now ; ; that their remote past is as discontinuous with their present selves , as lacking in any conscious likeness to their mature personality , as the self of a butterfly may be imagined discontinuous with that of the caterpillar it once was .	_	_	lexical	unambiguous_female
representative	_	I should like to congratulate the representative, Mrs Liese, on her report and thank her for her efforts to reach a compromise.	_	_	gente	unambiguous_female
son	_	Weld was the son and grandson of New England Congregational ministers .	_	_	lexical	unambiguous_male
translator	_	A translator must regularly participate in linguistic workshops.	_	_	fairtranslate	ambiguous
beautician	_	A beautician provides facial and body treatments to improve clients' well-being. The techniques used are adapted to the specific needs of each person. Hygiene and product quality are priorities in this profession. Clients appreciate his attention to detail and professionalism.	_	female_stereotyped	fairtranslate	unambiguous_male
rapporteur	_	My congratulations to Mr Ferber, the rapporteur for the other institutions with which we are most concerned.	_	_	gente	unambiguous_male
ladies	_	And you'll notice that in both places , there are acres of charming young ladies who with little effort spice up any chow line .	_	_	lexical	unambiguous_female
rapporteur	_	In any case, I congratulate the rapporteur on the work she has done.	_	_	gente	unambiguous_female
investors	Financial markets are a dynamic environment, influenced by global economic events. Investors need to stay informed to make sound decisions.	Leading female investors like Susan Wang have been making headlines with their successful portfolio management strategies.	Their insights are often sought after in financial seminars and conferences.	_	glitter	unambiguous_female
teacher	_	This teacher supervised a group project that won an academic award. He was thanked for his rigorous guidance.	_	_	fairtranslate	unambiguous_male
electromechanic	_	An electromechanic worked on a broken machine that was halting all production. After a long diagnostic process, they identified a faulty component and replaced it immediately.	_	male_stereotyped	fairtranslate	ambiguous
schoolteacher	_	This schoolteacher helps each student solve math problems. She also encourages classroom discussions.	_	female_stereotyped	fairtranslate	unambiguous_female
teacher	_	A teacher regularly assesses students' knowledge through tests and various exercises.	_	_	fairtranslate	ambiguous
electromechanic	_	An electromechanic was called to diagnose an unexpected failure in a factory. Thanks to her knowledge, she quickly restored the critical equipment to working order.	_	male_stereotyped	fairtranslate	unambiguous_female
cashier	_	The cashier is appreciated for his friendliness toward customers.	_	female_stereotyped	fairtranslate	unambiguous_male
President	_	I welcome the President of the Court of Auditors, Mr Karlsson, and I immediately give him the floor.	_	_	gente	unambiguous_male
financier	_	One who needed no such threats was a French financier .	_	male_stereotyped	lexical	ambiguous
assistant	_	This pharmacy assistant performs extemporaneous preparations while adhering to strict hygiene rules. Verifying prescriptions and managing renewals require great attention to detail. Knowledge of parapharmacy products enables her to effectively advise clients. She contributes to the quality of service provided by the pharmacy.	_	female_stereotyped	fairtranslate	unambiguous_female
joiner	_	This joiner designs interior layouts to optimize space in homes. Materials are selected for their durability and aesthetics. Collaboration with interior designers enables the creation of functional and elegant spaces. Homeowners can rely on her to turn their ideas into reality.	_	male_stereotyped	fairtranslate	unambiguous_female
sister	_	If you draw the short straw I'll lend you some bread , like fifty bucks , before I take off to visit my sister in Frisco .	_	_	lexical	unambiguous_female
lady	_	I vote the young lady tells us a story.'	_	_	lexical	unambiguous_female
President	_	The President and her administration have devoted enormous efforts to the pursuit of lasting peace in the Middle East.	_	_	gente	unambiguous_female
settlers	PC Players Damian Knaus scored the original game 85 out of 100, giving it a "Gold Player" award. Although he was impressed with the Dark Tribe, he criticised the integration of gardeners into the gameplay, calling them an "unnecessary extravagance".	He was also critical of the lack of any "real innovations" and the absence of female settlers.	However, despite these reservations, he felt the game was the best Settlers title thus far, and was especially impressed with the graphics.	_	glitter	unambiguous_female
childminder	_	This childminder prepared a balanced snack for the children after their nap. The parents appreciated their thoughtfulness.	_	female_stereotyped	fairtranslate	ambiguous
boy	_	`` Do you have a boy friend '' ? ?	_	_	lexical	unambiguous_male
town	_	What do you see?--Posted like silent sentinels all around the town, stand thousands upon thousands of mortal men fixed in ocean reveries.	_	_	lexical	unambiguous_male
butcher	_	This butcher selected local products to stock their counter. She strives to highlight meat from environmentally friendly farms.	_	male_stereotyped	fairtranslate	unambiguous_female
upholsterer	_	The upholsterer designed a unique headboard for a hotel using sustainable materials and a contemporary design. They also supervised the installation in the rooms.	_	male_stereotyped	fairtranslate	ambiguous
contractors	The new residential project promised modern living spaces designed for urban dwellers. Blueprints detailed every aspect of the planned development.	The team of contractors ensured work progressed on schedule, managing the logistics and construction with precision.	Expectations were high, and these hardworking men were determined to meet them.	_	glitter	unambiguous_male
translator	_	A translator converts texts from one language to another to facilitate international communication. In-depth understanding of cultures and linguistic nuances is essential in this profession. Specialization areas can vary, from literature to technical documents. Thanks to her expertise, clients receive precise and faithful translations.	_	_	fairtranslate	unambiguous_female
manager	_	A product manager successfully orchestrated the launch of a new product line in front of his clients.	_	_	fairtranslate	unambiguous_male
minister	_	It is now my great pleasure to welcome to this Chamber a brand new minister from my country, who will be speaking in his capacity as President-in-Office of the Council.	_	_	gente	unambiguous_male
scientists	The field of genetics is undergoing rapid advancements. New technologies are enabling more detailed studies than ever before.	Women working as scientists have been at the forefront of these advancements, making significant contributions to CRISPR research.	This work is revolutionizing potential treatments for genetic disorders.	_	glitter	unambiguous_female
beautician	_	The beautician is renowned for their personalized advice; clients appreciate their professionalism.	_	female_stereotyped	fairtranslate	ambiguous
educator	_	This special educator worked in a center for adolescents in difficulty. Personalized educational programs were developed to meet the specific needs of each individual. Patience and listening allowed for building trust. They contributed to improving the lives of many young people.	_	_	fairtranslate	ambiguous
women	_	Joking and talking may be freer and easier , but the important factual information is still lacking for far too many newly-married men and women .	_	_	lexical	unambiguous_female
President	_	Even if a few passports have been returned, even if President Ben Ali delivered a speech on the freedom of the press and improved prison conditions on the anniversary of her taking power, there has been a marked deterioration in the civil rights situation in Tunisia.	_	_	gente	unambiguous_female
administrators	The quarterly report highlighted both successes and areas for improvement. Several departments showed remarkable progress in meeting their goals.	The administrators, led by Jane and Michael, analyzed the data to adjust their strategies accordingly.	Their forward-thinking approach has positioned the organization for success in the coming years.	_	glitter	ambiguous
technician	_	The quality technician supervised an analysis of non-compliant products. She presented her findings to management.	_	_	fairtranslate	unambiguous_female
assistant	_	A pharmacy assistant took the time to explain to a patient how to use an inhaler. The patient appreciated his clear and helpful guidance.	_	female_stereotyped	fairtranslate	unambiguous_male
leader	_	I feel that, in addition to expressing sympathy towards a leading figure, an important Italian political leader who has also been a Member of this House, Parliament must firmly condemn such incidents and show its solidarity with the victims.	_	_	gente	ambiguous
custodians	Game background The game's premise is a large-scale space opera. It is set in the unstable power vacuum left after the centuries-long decline and collapse of the previously dominant Lazax race.	The old galactic central capital, Mecatol Rex, located in the center of the map is maintained by custodians who maintain the imperial libraries and oversee the meetings of the galactic council.	Players assume the roles of rising empires on the fringes of the galaxy, vying for military and political control, until one finally becomes sufficiently dominant to take over as a new galactic emperor.	_	glitter	ambiguous
surgeon	_	A surgeon performs operations to treat various medical conditions. Precision and focus are crucial in this delicate profession. Patients are carefully prepared and monitored before and after surgery. Thanks to them, many lives have been saved.	_	male_stereotyped	fairtranslate	ambiguous
operator	_	A press operator uses machines to produce metal or plastic parts. Precise equipment settings are essential to ensure product quality. Regular machine maintenance prevents breakdowns. Clients value her attention to detail and reliability.	_	_	fairtranslate	unambiguous_female
page	_	Some ten years ago that page was torn out , I don't know by whom .	_	_	lexical	unambiguous_male
logger	_	The logger works in nature to manage and maintain forests. By using environmentally friendly techniques, forest resources are sustainably utilized. Knowledge of different tree species is essential for their job. Thanks to their efforts, forest ecosystems are preserved.	_	male_stereotyped	fairtranslate	ambiguous
employers	The job market was becoming increasingly competitive. Companies sought innovative ways to attract top talent.	Forward-thinking employers recognized the value of diversity, implementing inclusive hiring practices to build dynamic teams.	These men's approach not only improved morale but also drove business growth.	_	glitter	unambiguous_male
mechanic	_	This mechanic replaced the braking system of a school bus. She took the time to check each component to ensure passenger safety.	_	male_stereotyped	fairtranslate	unambiguous_female
woman	_	The one seemed woman to the waist, and fair, But ended foul in many a scaly fold, Voluminous and vast--a serpent armed With mortal sting.	_	_	lexical	unambiguous_female
President	_	Mr President, let me begin by thanking the delegate for his work.	_	_	gente	unambiguous_male
joiner	_	This joiner restored the shutters of an old house while respecting the original style. They also reinforced the mechanisms to ensure their durability.	_	male_stereotyped	fairtranslate	ambiguous
Commissioner	_	Indeed I would ask the Commissioner to consider whether he can accept my amendment on this crucial point.	_	_	gente	unambiguous_male
man	_	More believed that a man could be both serious and gay .	_	_	lexical	unambiguous_male
minister	_	It is now my great pleasure to welcome to this Chamber a brand new minister from my country, who will be speaking in her capacity as President-in-Office of the Council.	_	_	gente	unambiguous_female
President	_	Madam President, the delegate, Mrs Maij-Weggen, makes crystal-clear what the real political problems are in Indonesia.	_	_	gente	unambiguous_female
man	_	`` So you're looking for a woman who married a man who might have lived here a year ago and might have been poisoned .	_	_	lexical	unambiguous_male
childminder	_	The childminder read a captivating story before putting the children down for a nap. They fell asleep calmly thanks to him.	_	female_stereotyped	fairtranslate	unambiguous_male
users	He spends some time teleporting the Krew and their ever-increasing allies across the country to kill Skrulls who have infiltrated the Initiative teams. As forewarned, he runs out of power and faints, leaving the final few confrontations to the speedsters the Krew have recruited.	After Doctor Strange loses his position as Sorcerer Supreme, Devil-Slayer is one of the many magic users approached by the Eye of Agamotto as a potential replacement.	Devil-Slayer (wearing a totally new costume) is recruited by Wonder Man (whose ionic energy leaking powers were affecting his judgement) to join his Revengers.	_	glitter	ambiguous
President	_	Madam President, first I, too, would like to congratulate our colleague, Mrs Elisabeth Montfort, on the quality of her report on the multiannual programme for enterprise and entrepreneurship for 2001-2005.	_	_	gente	unambiguous_female
man	_	`` I scanned the world through printed symbol swart , And through the beggar's rags I strove to see The inner man .	_	_	lexical	unambiguous_male
driver	_	A mechanic worked urgently to repair a delivery truck stranded on the roadside. Thanks to his quick intervention, the driver was able to resume his route the same day.	_	male_stereotyped	fairtranslate	unambiguous_male
mother	_	When the larvae hatch , they feed on the beebread , although they also receive extra honey meals from their mother .	_	_	lexical	unambiguous_female
colleague	_	I regret that mine will be a somewhat discordant voice in this House tonight, save for that of my colleague, Mrs Boumediene-Thiery.	_	_	gente	unambiguous_female
Member	_	The recent spate of instances in which various Member States have failed to respect the most basic human rights when expelling immigrants is such as to warrant special attention for this issue from the Commission.	_	_	gente	ambiguous
joiner	_	A joiner creates and assembles wooden pieces for various uses. Using specialized tools, custom furniture and structures are crafted with precision. Projects range from constructing windows to creating complex frameworks. Thanks to his skills, clients receive high-quality products.	_	male_stereotyped	fairtranslate	unambiguous_male
scientist	_	A computer scientist identified a flaw in a database management system. Thanks to his quick response, sensitive data was protected.	_	male_stereotyped	fairtranslate	unambiguous_male
supervisor	_	A supervisor created a detailed work schedule for a busy week. Her organization kept the worksite running at a steady pace.	_	male_stereotyped	fairtranslate	unambiguous_female
worker	_	A construction worker uses power tools to install sturdy partitions. Entrusting them with this task was a given for the team.	_	male_stereotyped	fairtranslate	ambiguous
teacher	_	This teacher is appreciated for their ability to make abstract concepts understandable. He inspires trust and curiosity in his students.	_	_	fairtranslate	unambiguous_male
page	_	See page 156 .	_	_	lexical	unambiguous_male
contractors	On a buzzing construction site, deadlines loomed. Each brick mattered as time always clicked away.	Contractors balanced efficiency with quality, ensuring that projects were delivered on time.	Their responsibility was evident in every structural layer.	_	glitter	ambiguous
painters	The artist's studio was an explosion of color and creativity. Canvases lined the walls, each filled with vibrant expression and emotion.	Painters, such as Miss Williams and her peers, wield their brushes with skill to bring masterpieces to life.	Their work captures the beauty and diversity of human experience.	_	glitter	ambiguous
boy	_	With the boy , particularly .	_	_	lexical	unambiguous_male
town	_	A month later the General Court served notice to the town of Newbury that the bridge was to be built .	_	_	lexical	unambiguous_male
translator	_	A translator localizes websites to make content accessible to international markets.	_	_	fairtranslate	ambiguous
accountant	_	An accountant managed payroll for dozens of employees by automating the process to save time. Her method was adopted by other departments.	_	_	fairtranslate	unambiguous_female
counselor	_	This career counselor organized workshops to help job seekers reposition themselves in the labor market. Job search techniques and interview preparation were taught. Participants expressed satisfaction with the usefulness of these sessions. He contributed to increasing their chances of success.	_	_	fairtranslate	unambiguous_male
spokesperson	_	That is why, in agreement with the other institutions, Mrs Lienemann, our spokesperson, has proposed slightly increasing the budget to EUR 14 million in order to promote cooperation in this area between 2001 and 2004.	_	_	gente	unambiguous_female
friend	_	Like my very good friend Mr Langenhagen I trust that the European Commission will review this issue before May next year.	_	_	gente	unambiguous_male
patients	These restrictions were lifted in 1993, allowing homosexuals to serve openly in all units of the army. In March 2014, the Ministry of Health issued a directive stating that sex-reassignment surgery was included among subsidized health services provided to citizens.	Despite this, in May Haaretz reported that a health maintenance organization refused to pay for two sex-change surgeries, resulting in significant expenses by the patients.	A national LGBTI task force found that 80 percent of transgender persons, 50 percent of lesbians and 20 percent of gay men were discriminated against when seeking employment.	_	glitter	ambiguous
carpenter	_	This carpenter regularly works on eco-friendly constructions using certified wood. They are known for their commitment to sustainable development.	_	male_stereotyped	fairtranslate	ambiguous
manager	_	The accounting employee was praised by his manager for handling complex cases.	_	female_stereotyped	fairtranslate	unambiguous_male
gentlemen	_	The two gentlemen arrived the next day to a very late dinner, affording a pleasant enlargement of the party, and a very welcome variety to their conversation, which a long morning of the same continued rain had reduced very low.	_	_	lexical	unambiguous_male
welder	_	Lou, an experienced welder, works on complex projects requiring a high level of technical expertise. Challenges are met thanks to her deep knowledge of welding processes. Collaboration with other professionals ensures project success. She contributes to the development of innovative solutions in the industry.	_	male_stereotyped	fairtranslate	unambiguous_female
poet	_	Speaking in terms of sociological stereotype , the `` private eye '' might appeal to the poet in search of a myth for many reasons .	_	_	lexical	ambiguous
lawyer	_	A lawyer advises clients on complex legal matters. Laws and regulations are analyzed to offer the best possible solutions. Representing clients in court is also part of their responsibilities. Clients trust them to defend their interests with determination.	_	_	fairtranslate	ambiguous
ladies	_	Many high school students go past my house every day , and they look like perfect ladies and gentlemen .	_	_	lexical	unambiguous_female
pharmacist	_	The pharmacy assistant contributes to the preparation and dispensing of medications under the supervision of the pharmacist. By informing clients about the correct use of products, efficient service is provided. Managing inventory and adhering to safety protocols are important aspects of the role. Clients can rely on them for precise and personalized advice.	_	female_stereotyped	fairtranslate	ambiguous
workers	If a worker complained of having toothache, they were told to have the teeth removed immediately or be sacked. In the 1880s Bryant & May employed nearly 5,000 people, most of them female and Irish, or of Irish descent; by 1895 the figure was 2,000 people, of whom between 1,200 and 1,500 were women and girls.	The workers were paid different rates for completing a ten-hour day, depending on the type of work undertaken.	The frame-fillers were paid 1 shilling per 100 frames completed; the cutters received 2 d for three gross of boxes, and the packers got 1s 9d per 100 boxes wrapped up.	_	glitter	ambiguous
wanton	_	For it was set apart and sanctified to one awe-striking end; and however wanton in their sailor ways, one and all, the mariners revered it as the white whale's talisman.	_	_	lexical	unambiguous_female
fellow	_	Genius is free to announce its inventions and discoveries, and the hand is free to accomplish whatever the head conceives not incompatible with the rights of a fellow-being.	_	_	lexical	unambiguous_male
joiner	_	The joiner designed a carved front door for a historic building. Her preliminary drawings were approved by the architect before she began the work.	_	male_stereotyped	fairtranslate	unambiguous_female
