supervisors	Structure TVRI is designated as public broadcasting institution per Act No. 32 of 2002 on Broadcasting, which defined as a "legal entity established by the state, independent, neutral, not commercial, and has the function to provide services for the public benefit". Its duty, according to Government Regulation No. 13 of 2005, is "to provide the healthy information, education and entertainment services, (maintain) social control and unity, and preserve the nation's culture for the whole public benefit by organizing television broadcast that reaches all parts of the Unitary State of the Republic of Indonesia".	TVRI organization structure consists of five Board of Supervisors (Dewan Pengawas) appointed by the People's Representative Council (DPR) and six Board of Directors (Dewan Direksi) appointed by the Board of Supervisors.	Both are sworn in by the President, serve for five years and renewable once.	ambiguous
sailors	When they tried to lift the boat it exploded as the Peruvians had rigged it as a floating mine. Covadonga sank in less than 10 minutes.	In the disaster, out of the 109 men of the crew, the commander, Captain Pablo Ferrari, and 32 sailors died, 29 were rescued by the gun-boat Pilcomayo, and 48 were captured by the Peruvians.	Also among the dead was petty officer Constantino Micalvi, a survivor of the Naval Battle of Iquique.	unambiguous_male
consumers	The digital age has revolutionized how products and services reach target audiences. Companies are increasingly investing in understanding customer behavior to enhance loyalty and profits.	Male consumers in the tech industry generally prioritize innovation and novelty, which influences market trends significantly.	Their feedback often facilitates iterative improvements in product design and functionality.	unambiguous_male
readers	The editor-in-chief of the monthly was Knut Christian Moeng. It was owned by Hjemmet Mortensen AS, and its publisher was Egmont Hjemmet Mortensen.	As of 2010 the company described the readers of Mann as the modern, confident, and active men.	Mann was the second best-selling men's magazine in Norway in 2003 with a circulation of 16,000 copies.	unambiguous_male
sailors	The history of nautical exploration highlights the indelible human spirit of adventure and discovery. From ancient civilizations to modern maritime expeditions, these journeys have expanded our understanding of the world.	Modern sailors balance these traditions with cutting-edge technology to navigate their voyages.	Their dedication is essential for the continued success and safety of maritime operations.	ambiguous
workers	The bustling construction site was a testament to the city's growing skyline. Among the team, Lee was respected for his skills and leadership.	Workers coordinated meticulously, ensuring that the project stayed on track and met safety standards.	Their collective effort was pivotal in shaping the city's future.	ambiguous
specialists	At the same time, the transition to a qualitatively new modular training system has given legal education a completely new impulse. The teaching staff of the university currently more than 250 employees, including more than 20 doctors of science, 60 doctors of philosophy, 20 professors, and 30 associate professors.	The university educates specialists in the field of law for all public authorities, as well as private structures.	Today, the university has about 3,600 students, including 124 master's degree.	ambiguous
investors	Other characters were minimized or excluded, subplots were eliminated, and the love scene was made explicit. Jane Rule described the film as "beautifully simplified".	Deitch raised the $1.5 million needed for the production budget with a $20,000 grant from the National Endowment for the Arts and sales of $15,000 shares to stock brokers and individual investors.	The largest group of investors were lesbian and feminist women in several cities of the U.S., and the largest single investor was a gay man.	ambiguous
speakers	Finalists of the 2018 SXSW Accelerator Pitch Event included Cambridge Cancer Genomics and Bluefield Technologies. Two winners of the event were Austin-based: GrubTubs (in the Hyper-Connected Communities category) and ICON 3D (in the Social and Culture category).	Guest speakers included politicians Bernie Sanders, Arnold Schwarzenegger and Sadiq Khan; journalists Christiane Amanpour and Ta-Nehisi Coates; filmmakers Barry Jenkins, Darren Aronofsky and Steven Spielberg; and others including Elon Musk and David Banner.	Actor and comedian Bill Murray appeared at several unofficial functions during SXSW.	ambiguous
secretaries	He frequently entertained, with parties he called "noises" for various writers, artists, and other prominent figures. The parties usually included a lavish Spanish dinner with dancing and music performed by his own private troubadour.	The extravaganzas wore out a number of female assistants or "secretaries" conscripted into working on them.	The Lummis House was  donated to the Southwest Museum in 1910 and then sold in 1943 to the state of California, which transferred it to the city in 1971.	unambiguous_female
forest keepers	Ecosystems are vital to sustaining life on Earth. Conservation efforts aim to protect biodiversity.	Forest keepers monitor wildlife and vegetation, safeguarding natural habitats.	Their dedication helps preserve the beauty and resources of our planet for future generations.	ambiguous
lawyers	Given that most local NGO's cannot sustain themselves without some foreign funding, this definition is broad enough to include almost all NGO's in Ethiopia. However, the government of Ethiopia itself receives 50 to 60 percent of its national budget from foreign governments, which according to its own definition would clearly make it a foreign entity as well.	Over the years Ethiopian organizations that have found themselves to be targets of harassment using the CSO Law include the Ethiopian Human Rights Council (EHRCO), the Ethiopian Women Lawyers' Association (EWLA) which provided pro bono service to Ethiopian women who could not afford a lawyer.	Despite the fact that Article 31 of the Ethiopian Constitution provides that "every person has the right to freedom of association for any cause or purpose", the prohibition of NGO's by the CSO Law has had the effect of severely restricting citizens' right of association, as members of NGO's can not associate freely.	ambiguous
Experts	The symposium drew audiences from across the globe. Cutting-edge topics were at the forefront.	Experts delivered presentations on recent scientific advancements.	Publications from the event will be released next month.	ambiguous
directors	The Parkersburg High School drama program is split between the PHS Drama Club and Thespian Troupe #264, which work together to produce plays as the combined "PHS Players." Drama Club members work towards earning enough Thespian "points" in order to be inducted into the Troupe at a ceremony which takes place at the end of each school year. The Troupe is one of the oldest in the country, considering that there are currently over 4000 registered school and became registered with the International Thespian Society while former Broadway actor John Lee was teaching as Parkersburg High School's Director of Performing Arts in the 1960s and 70s.	Other past directors include Connie Brant, Heather Gates-Rusher, Amanda Witt, and current teacher Lori Zyla.	Past PHS productions include No Exit, Dinny and the Witches, Interview, The Serpent, Comings And Goings, War, Charlie's Aunt, The Boyfriend, Box & Cox, The Acting Lesson, Shakespeare Unbound, Love Death and the Prom, The End of Civilization As We Know It, Seven Murders and It's Only Monday, A Midsummer Night's Dream, The Wizard of Oz, The Long Red Herring, Our Town, Small Actors, French Toast, The Great Pandemonium, The Empty Chair, The Crucible, Imaginary Harry, Little Shop of Horrors, A Piece of My Heart, Grease, FREAK, 4 a.m., Alice in Wonderland, Hard Candy, Night of the Living Dead, Radium Girls, Black Comedy, Damn Yankees, The Wedding Singer, Too Much Light Makes the Baby Go Blind, The Haunting of Hill House, The Insanity of Mary Gerrard, Things Fall (Meanwhile), The 25th Annual Putnam County Spelling Bee, and Once Upon a Mattress.	ambiguous
mountaineers	He sent envoys to the next major ruler, the Sultan of Utemish. Sultan Mahmoud Otemishsky killed the envoys and gathered about 16,000 men at Utemish to bar the way.	The mountaineers fought valiantly, but could not withstand the disciplined infantry.	Utemish was burned and all the prisoners hanged in revenge for the murder of the envoys.	unambiguous_male
clients	Walker's beauty schools in New York. Upon finishing her training, Desmond returned to Halifax to start her own hair salon called Vi's Studio of Beauty Culture.	Her clients included Portia White and Gwen Jenkins, later the first black nurse in Nova Scotia.	In addition to the salon, Desmond opened The Desmond School of Beauty Culture so that black women would not have to travel as far as they had to receive proper training.	unambiguous_female
practitioners	Medical advancements have led to new treatment options for numerous conditions. Adopting these innovations requires skilled professionals.	Specialised practitioners, including Dr. Mei Lin, have been at the forefront of implementing cutting-edge therapies.	The dedication these female physicians give patients underscores their contributions to the field.	unambiguous_female
directors	In 2000, Rent-A-Center was sued for sexual bias in the hiring of women. The 2002 settlement agreement resulted in a $47 million cash payment by Rent-A-Center and mandated that Rent-A-Center offer 10% of future vacancies over the following 15-month period to women who were found to be past victims of discrimination.	The settlement also led Rent-A-Center to seek qualified women to serve on its board of directors, develop equal employment training programs, and hire a new human resources vice president to implement hiring policies that ensured equal employment opportunity for female job applicants and current employees.	In 2006, Rent-A-Center settled for $7 million in restitution and $750,000 in civil penalties for deceptive business practices in California.	ambiguous
jews	Early life Barnett was born in Whitby, North Yorkshire, on 25 April 1980. He has four siblings.	His mother comes from a Quaker background whilst his father was descended from Polish Jews.	He started performing at an early age before moving to London to study acting at the London Academy of Music and Dramatic Art (LAMDA).	ambiguous
poets	Literature has served as a vehicle for self-expression and reflection through the ages, offering readers profound insights and perspectives. Poetry, in particular, bridges the gap between emotion and language.	Among the poets featured at the festival were several women whose works explore themes of identity and empowerment.	Their verses resonate deeply, leaving a lasting impression on all who encounter them.	ambiguous
signees	The lawyer’s office was bustling with clients. Documents needed verification and signatures.	Signees were guided meticulously through each process, ensuring understanding and compliance.	The completion of formalities provided a sense of accomplishment.	ambiguous
senders	Municipal service providers and government officials tend to be initially unresponsive and uncooperative. Group members are therefore trained to write reminders following up on requests and to seek formal receipts from civic authorities for any communications sent.	For example, group members are trained to send reminders through the government postal system, which automatically provides receipts to senders.	Women's groups also learn to recruit the support of democratically elected ward representatives who can help in interfacing with municipal corporations.	ambiguous
notaries	The law firm's office was a place of diligent activity, as legal documents awaited authorization. Clients filed in, seeking assistance with various matters.	Notaries, including Mrs. Robinson, authenticated signatures and ensured the legality of important documents.	Their meticulous work safeguards legal proceedings and protects clients' interests.	ambiguous
interpreters	North Korean fiction provides insights into how foreigners, in particular Russians are viewed. During the 1940s and 1950s Soviet Russians were portrayed as ideological guides of Koreans.	In literature from the 2000s, the tables have turned and now Russians look up to Koreans as the interpreters of socialist values and initiative.	For instance, Rim Hwawon's representative short story, "The Fifth Photo" follows the ordeal of a Russian girl in a post-Soviet world.	ambiguous
patients	Helgason (born 1957) is an Icelandic scientist working at Karolinska Institutet in Sweden. Since 2002 he has been an associate professor in psychology at the Departments of Oncology-Pathology and Public Health at the Karolinska Institutet and Reykjavik University, Iceland.	Ásgeir is best known for his population based research on sexual function and emotional isolation in elderly men and prostate cancer patients, patient trade-off and his work on smoking cessation and quitlines.	Helgason was a prime mover in the establishment of the Swedish and Icelandic national quitlines for smoking cessation (1998) and responsible for their development.	unambiguous_male
coordinators	In 1956, the corporation elected Ed Sharp as permanent president and continued to operate the area as a public corporation. Most of the people involved in the leadership over the years were from the east side of the Pass, from Monte Vista and Sargent.	On the west side of the pass (in Pagosa Springs) the coordinators were George Yamaguchi, June Lynch, and Dave Goodman.	Other families closely involved were the Wylies, the Corrigans, Lynches, Coxes, and the Chambers.	ambiguous
forest keepers	The national park was a refuge for diverse wildlife and flora. Chris, a woman passionate about conservation, monitored its preservation.	She and her team of forest keepers worked diligently to protect the ecosystem from poachers and pollution.	Their vigilance ensured the park remained a haven for generations to come.	ambiguous
mountaineers	Nature's challenges offer both beauty and danger. Adventure seekers pursue the thrill of outdoor exploration.	Mountaineers tackle difficult terrains, driven by the allure of reaching the summit.	Their journeys often test the limits of human endurance and spirit.	ambiguous
users	The website came to fruition in 2000 and was officially launched on September 27, 2002 by Lawrence Summers, then President of Harvard University; Charles Vest, then President of MIT; and the Aga Khan. It continues to grow with new institutional partners in North America and abroad as well as individual users.	Today it has over seventy-five thousand users — fifty percent of whom are students or teachers — representing over one hundred fifty countries and averaging over five thousand unique visitors a day.	In 2011 Archnet became a collaboration between the Aga Khan Trust for Culture (AKTC) and the newly created Aga Khan Documentation Center at MIT (AKDC @ MIT).	ambiguous
users	This construction leads to a smaller space consumption and thus to more possibilities for water-efficient urination, while promoting more sanitary restroom conditions for men/boys at work/school and elsewhere. Urinals have primarily been offered in public toilets for males with female urinals being only a niche product.	Abolishing all urinals would sacrifice resource advantages and convenience for male users without improving sanitation or wait time for females.	Another possibility would be to offer separate male and female urinals or unisex urinals that can be used by males and females alike, which allows increased flexibility of use.	unambiguous_all
veterans	Handball  Egypt qualified for the men's handball tournament by placing sixth at the 1995 World Men's Handball Championship, at the time the highest-ever placement for a squad from Africa. They had also been the gold medalists at the 1995 All-Africa Games.	Half of the Egyptians were veterans of the 1992 tournament: Hosam Abdallah, Ahmed El-Attar, Ashraf Mabrouk Awaad, Ahmed El-Awady, Ahmed Belal, Gohar Mohamed, Yasser Mahmoud, and Ayman Abdel Hamid Soliman.	Abdallah also served as the Egyptian flagbearer in the opening ceremonies of the Games.	unambiguous_male
architects	Urban development projects are rapidly transforming city landscapes. These initiatives require innovative design and careful planning.	Young architects are increasingly gaining recognition for their contributions to sustainable architecture.	The designs of these young women not only prioritize environmental concerns but also enhance community living spaces.	unambiguous_female
beginners	In 1986, Mayo became aerobics editor and monthly columnist for FIT magazine. She worked with Denise Austin, who also wrote a monthly column.	Anderson World published two books by Mayo, The Runner's World Yoga Book II, and Women's Bodybuilding for Beginners.	In 1986, she began writing a column, entitled "DeBarra Mayo on Fitness", for the Erie Daily Times, Erie, Pennsylvania.	ambiguous
producers	In 1995, Sorel signed a third contract term with the show. In October 1999, it was announced that Sorel was to leave Days of Our Lives when her contract expired in January of the following year.	Of Vivian's departure, executive producers, Ken Corday and Tom Langan, said "We love the character of Vivian, and hopefully she will return sometime in the near future." Producers confirmed that the role would not be recast.	Vivian and Sorel were dismissed from the soap, and the actress admitted that it felt "horrible".	unambiguous_male
illustrators	Women and the B.O.P. From the first, the Boy's Own Paper had very inclusive editorial policies and practices. Issue No. 1 contained the first instalment of a serial by Mrs Eiloart, and over eighty named female authors followed over the years, contributing short stories, serials, poems, practical articles ('Taming Baboons' for example), and accounts of personal adventures in many different parts of the world.	In addition, the work of over twenty female illustrators was published.	A number of the monthly coloured plates were by female artists such as Hilda Annetta Walker and Winifred Austen.	unambiguous_female
trainers	She is known for writing a memoir called the "Tomioka Diary" (Tomioka Nikki) in which she chronicled her life among the female workers in the Tomioka silk mill. She was among the daughters of samurai who were recruited in 1873, the sixth year of the Meiji period, from across the nation for practical training over a period of two to three years in the silk production process.	They later became trainers in silk manufacture in their own prefectures.	Upon leaving Tomioka in 1874, the government awarded Wada and her colleagues medals and the special title "Women Spinners' Victory Battalion".	unambiguous_female
investors	BrisConnections has threatened to sue these investors in order to raise the capital necessary to continue the project, while reducing dividends by 99 per cent. There are no further installments owning which means there are no further obligations on shareholders attached to the units.	While promoting BrisConnections at their media event in April 2009, Premier Anna Bligh denied any responsibility for the fate of the "Mum and Dad" investors saying, "it is not the role of the Queensland Government to underwrite private investment decisions made by people who were seeking to make a profit investing in the stock market".	At this time, the Australian Securities and Investments Commission (ASIC) belatedly sought to act on behalf of investors and to seek an independent report of BrisConnections' finances.	ambiguous
pilots	Amelia Earhart's contributions to aviation are legendary. Despite the societal expectations of her time, she became a symbol of women's empowerment.	Pioneering pilots like her have charted skies historically dominated by men, proving that women are equally skilled aviators.	Their courage and achievements continue to inspire young girls to pursue their dreams of flight.	unambiguous_female
contemporaries	Legacy Due to the controversial nature of the procedure, Burou is said to have kept a low profile in order to continue his practice. His work at Clinique du Parc, which has been described by current day plastic surgeons as “pioneering”, “innovative”, and “genius”, made Burou a notable figure in the recorded history of plastic surgery.	The discretion of Burou's clinic made him relatively unknown to his medical contemporaries, despite the fact that he was well known among many trans women around the world.	His level of renown was such that "going to Casablanca" became a popular colloquialism for gender confirming surgery at this time.	ambiguous
fellow citizens	Civic engagement is crucial in building a thriving community. Participation in local events is encouraged, regardless of one's gender.	Fellow citizens came together to volunteer for the community rebuilding project, fostering unity and cooperation.	Such collaboration not only rebuilds infrastructure but also strengthens communal bonds.	unambiguous_all
sportspeople	The town had a storied history of sporting excellence. Young athletes looked up to legends like Emma, whose story inspired many.	Sportspeople, driven by passion and discipline, achieved remarkable feats despite numerous obstacles.	Their victory celebrated not just talent, but commitment and perseverance.	ambiguous
pastors	History The first Adventist seminary in Europe was established in 1893 in Switzerland. This was transferred to Collonges-sous-Salève in 1921, and took the name of Séminaire adventiste du Salève (Adventist Seminary of the Saleve).	Being the first European Adventist seminary, it contributed to the training of hundreds of pastors in Europe and has sent missionaries around the world.	From 1955, the institution offered a 4-years training program and now 5 years: 3 for a bachelor and 2 for a master.	ambiguous
experts	The President focused on his administration's accomplishments and efforts related to the epidemic, including an accelerated drug-approval process. He also condemned homophobia and discrimination against people with HIV.	Clinton announced three new initiatives: creating a special working group to coordinate AIDS research throughout the federal government; convening public health experts to develop an action plan that integrates HIV prevention with substance abuse prevention; and launching a new effort by the Department of Justice to ensure that health care facilities provide equal access to people with HIV and AIDS.	On September 21, 1996, Clinton signed into law the Defense of Marriage Act (DOMA), which defined marriage for federal purposes as the legal union of one man and one woman; the legislation allowed individual states to refuse to recognize gay marriages that were performed in other states.	ambiguous
performers	Jones appeared in Blackpool (and hence on the DVD), Cardiff, and during the London run. A special version of the stage show featuring several celebrity guests was performed at the Hammersmith Apollo in London on 22 November 2006, and was shown by the BBC on 16 March 2007 as part of Comic Relief.	Celebrity performers included Kate Moss as Vicky Pollard's sister Katie, Dawn French as lesbian barmaid Myfanwy, and the real Dennis Waterman who appeared to sing the Minder "feem toon" with his pint-sized counterpart.	The show also featured cameo appearances from Russell Brand, Patsy Kensit, Kate Thornton and DJ Chris Moyles.	ambiguous
supremacists	The Phineas Priests are not an organization, and it has no discernible leadership or institutional structure. For ideological adherents, a "Phineas Priest" is someone who commits a "Phineas action" – meaning the person follows the example of Phineas, a Hebrew man who was rewarded for killing an interfaith couple by God, according to the Old Testament.	The term "Phineas action" is broadly used by white supremacists, as a term for murders of interracial couples and as a term for attacks on Jewish people, members of other non-white ethnic groups, "multiculturalists," and anyone else who they consider their enemy.	Ideology and activities The ideology which is set forth in Hoskins' book includes Christian Identity beliefs which oppose interracial relationships, the mixing of races, homosexuality, and abortion.	ambiguous
deputies	Plot summary The residents of the small town of Shallow Valley are preparing to leave as the looming mystery of several disappearances the past year has left nothing but a sense of dread.	While packing up the sheriff's station, Deputies Laura Russell and Stuart Dempsey are horrified by the sight of a naked teenage boy, covered head-to-toe in blood.	The boy wanders through the station to the holding cells, tasting the blood of the local drunk named Harvey.	ambiguous
lawyers	Other terms used to refer to multipotentialites are "scanners", "slashers", "generalist", "multipassionate", "RP2", and "multipods", among others. Context With the advent of the industrial age, cultural norms have shifted in favor of specialization.	Indeed, in the modern day, the more narrow the specialization, the higher the pay and respect accorded, for example: PhD graduates, and specialized lawyers, doctors, and engineers.	The aphorism Jack of all trades, master of none emphasizes this.	ambiguous
influencers	Regulation  In the United States, the Federal Trade Commission (FTC) treats influencer marketing as a form of paid endorsement. It is governed by the rules for native advertising, which include compliance with established truth-in-advertising standards and disclosure by endorsers (influencers) and is known as the Endorsement Guides.	The FTC compiled an easy-to-read guide on disclosure for influencers, specifying rules and tips on how to make good disclosures on social media.	The guidelines include reminders of disclosing sponsored products in easily visible places so it is hard to miss, using easy-to-understand language, and giving honest reviews about sponsored products.	ambiguous
painters	Art plays a vital role in society by reflecting cultural values and inspiring personal introspection. Various forms of art, from sculpture to digital media, each offer unique perspectives.	Painters, in particular, translate their emotions onto canvas, creating works that resonate deeply with audiences.	Galleries and exhibitions provide platforms for these artists to share their imaginative creations with the world.	ambiguous
sailors	The vastness of oceans poses unique challenges and experiences for those who navigate them. Maritime industries have long histories rooted in exploration and trade.	Recently, more female sailors have been spotlighted for their contributions and leadership in naval operations, breaking longstanding gender barriers.	Their stories inspire future generations to embrace a life of adventure and exploration on the high seas.	unambiguous_female
camera operators	Film productions require a vast array of talents behind the scenes to ensure visual storytelling. Camera work is integral to capturing the director's vision.	Camera operators skillfully maneuvered the panoramic shots in the action-packed sequence.	The men's expertise contributed significantly to the film's dynamic visual appeal.	unambiguous_male
camera operators	The film industry is a hub of creativity and technical expertise. Behind every successful production lies a team skilled in various aspects of the trade.	Male camera operators have become known for their innovative techniques, capturing breathtaking scenes that enhance storytelling on the big screen.	The mastery behind the lens ensures that each frame conveys the intended emotion and message.	unambiguous_male
secretaries	Benito's niece Christina Alessi and her husband Paul Robinson (Stefan Dennis) lease Number 22 Ramsay Street to him and Cathy. Paul gives Benito a job managing the Robinson Corporation and Lassiter's Hotel.	Benito clashes with both Jim Robinson (Alan Dale) and Doug Willis (Terence Donovan) and he is not popular with his secretaries, Gaby Willis and Julie Martin (Julie Mullins).	Julie believes that her husband should have got Benito's job and when she sees him spending time at Lou Carpenter's car yard, where he owns shares, she tells Paul.	unambiguous_female
colleagues	Instead of reprimanding the corrupt supervisor, the system turned on her—she was harassed by secret police. The 'exemplary worker' and 'Hero of Socialist Labor' had become a vocal dissident.	Trade union activism Walentynowicz joined the newly formed WZZ or Free Trade Unions of the Coast in 1978, and in the early 1980s came to symbolize the opposition movement, along with her colleagues from the WZZ, Lech Wałęsa, Andrzej Gwiazda, Bogdan Borusewicz, Alina Pienkowska, Bogdan Lis, the Wyszkowski brothers and Andrzej Kołodziej.	As editor of the Polish samizdat (bibuła) Robotnik Wybrzeża (The Coastal Worker), she distributed an underground newsheet at the shipyard; she often challenged the authorities, it was not uncommon for her to openly challenge her superiors.	ambiguous
intermediaries	At its height, circa 1926, the Fengtian Army consisted of somewhere between 170,000 and 250,000 men. The Fengtian Army included a number of foreigners in its ranks as soldiers, officers, and advisors.	The most important were the Japanese advisors, who not only provided Zhang with military expertise but—because they retained their positions as officers in the Kwangtung Army—also served as intermediaries with the Japanese commanders.	The presence of Japanese advisors in Chinese armies predated the establishment of the Fengtian army, and Zhang inherited several from previous Manchurian generals.	unambiguous_male
forest keepers	Conservation efforts are gaining momentum as awareness about environmental sustainability grows. Protecting natural habitats is crucial for preserving biodiversity and ecological balance.	Dedicated forest keepers are playing a pivotal role in safeguarding these areas against illegal activities.	Their efforts are instrumental in maintaining healthy ecosystems.	ambiguous
workers	Allies The Hotel Workers Rising campaign has garnered the support of individuals and community organizations outside of the labor movement. John Edwards and Danny Glover have both appeared at various events endorsing the goals of the campaign.	For its recent Hyatt Hurts campaign, Hotel Workers Rising has formed alliances with many different groups, including the National Organization for Women, MoveOn.org, and the National Football Players Association.	UNITE HERE has allied with LGBT rights activists creating the "Sleep With the Right People" slogan and collaborating on projects of mutual interest.	ambiguous
patients	The rich Krakowian merchant Valerian Montelupi (of Italian heritage) donated to the brothers a tenement house not far from the main square. In the 1800s they were relocated to Kazimierz, the then-separate city, now district of Kraków, where to this day, they reside in their monastery and church, running their large hospital next door, in Trinitarska street.	In 1880 a house was founded at Scorton, North Yorkshire, England, for the reception of male patients with chronic infirmities, paralysis, or old age, and is supported by charitable contributions.	The original foundation developed into a hospital and nursing home.	unambiguous_male
directors	The film festival was abuzz with excitement as enthusiasts gathered to celebrate the cinema. Red carpets and flashing cameras defined the scene.	Directors, all of whom were men, showcased their latest works, sparking conversations among critics and fans alike.	The event concluded with a glamorous award ceremony recognizing cinematic excellence.	unambiguous_male
